plate,mjd,fiberid,redshift,ra,dec,oiii_5007_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_flux,h_beta_flux,h_alpha_eqw
484,51907,528,0.114395,138.43047,59.60038,14.98657,45.52106,16.83517,13.81777,7.727553,136.0246,25.17576,-13.26777
492,51955,96,0.1363267,177.3777,66.682887,12.19726,30.49518,7.078441,7.788591,1.937913,43.58171,9.299673,-7.158541
500,51994,284,0.03640864,148.64485,0.63228834,15.47514,10.10295,14.98172,10.663,1.358226,52.18707,15.22807,-19.05914
507,52353,370,0.1485856,162.15626,3.455285,36.00826,180.4737,42.89852,31.93443,22.17297,204.9169,27.52146,-17.99578
513,51989,535,0.1107975,174.50151,3.1103015,13.66692,38.01632,4.594589,11.39232,5.109601,36.47804,4.696819,-1.767542
522,52024,79,0.09649897,192.41617,2.3399068,8.685394,29.45945,9.356915,6.458155,2.555824,74.92724,16.02108,-5.324132
530,52026,486,0.07176426,207.64638,2.6044264,6.797126,34.42744,22.01741,10.74558,0.521504,124.5292,27.25451,-18.02815
541,51959,35,0.1421656,115.30604,32.524172,47.99886,295.6414,102.7264,84.04606,19.87214,723.2358,150.0268,-58.79911
548,51986,10,0.1265614,128.32201,45.141362,11.97056,30.8648,15.45205,12.54965,1.948283,57.78508,13.7907,-4.250163
555,52266,432,0.1259726,141.6864,55.16656,12.04405,13.81942,10.96212,6.564858,4.671224,19.27341,4.059308,-1.703777
565,52225,608,0.09716506,135.29897,3.751603,246.5995,199.4453,30.22992,44.48643,19.85141,119.37,28.6922,-9.791509
574,52355,91,0.1169809,154.09112,3.2206237,8.027949,21.47991,6.598423,5.483167,0.764814,38.9003,6.272873,-3.460915
579,52338,575,0.07428542,163.46701,5.3925326,13.034,11.53516,7.823903,4.265241,3.214942,18.10401,7.161902,-1.322197
585,52027,525,0.1992657,217.95027,5.0412452,570.9564,253.7044,121.769,113.9717,132.7348,489.4246,125.7216,-41.08285
591,52022,467,0.03682371,229.45491,4.1625504,41.32194,200.0507,60.27588,54.02794,10.36522,131.9441,15.73302,-1.586408
601,52316,187,0.09633251,191.67254,64.350132,40.57958,39.5051,40.89652,25.07421,6.390767,177.6752,51.73129,-41.80307
611,52055,572,0.02205393,226.60176,62.381529,56.43015,69.83076,68.75758,44.12885,9.571351,277.2797,80.40992,-23.08629
620,52375,108,0.02028575,240.96784,49.885861,168.0902,14.28076,40.69542,24.71053,9.885814,238.3575,84.29189,-48.72836
626,52057,118,0.07103546,248.26305,43.201083,16.79138,107.2689,38.34453,23.99705,5.802181,295.6626,53.02393,-15.14295
634,52164,70,0.05128311,310.96256,-6.3119373,18.17189,119.3346,52.15669,35.51464,13.35486,226.3381,47.44337,-14.28545
645,52203,227,0.07127408,349.64266,-10.03258,27.40936,40.48201,30.66472,22.13571,3.281643,156.2147,49.61862,-26.20857
652,52138,576,0.1731888,4.540596,-8.9095527,26.33135,174.4974,61.8087,35.02666,11.42164,436.2014,92.78517,-23.38234
661,52163,545,0.04951981,21.366247,-9.0051641,43.43394,20.73366,31.06195,20.98314,6.008685,122.3907,35.14457,-25.50367
671,52206,31,0.203053,37.190394,0.033052532,3.719479,15.69971,10.19505,6.486373,2.754421,44.95784,8.239059,-23.64601
688,52203,81,0.162693,5.9819912,-0.74658717,3.623074,38.04789,18.55107,17.88135,5.07155,100.0376,19.88087,-10.18046
704,52205,58,0.141215,36.756128,-0.99649466,303.1591,88.55274,48.92686,40.85529,10.13831,500.3082,137.0483,-176.9271
721,52228,322,0.08823457,337.1701,-8.0978988,7.671345,5.039242,0.2536964,6.076388,1.795678,12.62079,4.223677,-0.8129278
727,52207,552,0.05938537,316.12579,11.006963,2.313625,13.66657,6.288537,2.901327,4.283992,24.89198,5.995246,-6.751631
737,52518,140,0.1240661,335.98513,12.456864,9.672329,125.9628,45.65087,35.34695,9.168416,330.5029,67.17426,-29.84558
747,52234,302,0.04081444,353.17424,14.487779,16.34668,116.3354,31.19674,22.84709,6.048969,126.0719,19.96599,-6.468895
755,52235,200,0.05653432,115.46897,31.02999,16.80296,24.17199,22.96916,10.0732,2.689414,72.87547,18.64495,-11.55839
763,52235,94,0.05389038,131.27558,44.588682,42.87024,105.8341,23.54725,17.55141,12.4522,109.5025,19.68362,-1.563303
769,54530,601,0.06602291,149.07985,54.793857,12.97173,27.05989,15.10074,7.432991,3.199924,59.60799,14.7553,-6.057417
779,52342,249,0.1066845,183.21896,61.646522,18.99407,132.5635,44.85759,36.10933,7.284752,278.4229,61.26702,-22.861
788,52338,252,0.171838,211.57899,58.71277,14.36965,99.40552,40.80674,28.94992,7.046634,281.6591,61.25499,-23.70135
802,52289,574,0.154945,46.499928,0.46403087,19.69851,24.26216,22.347,12.86706,38.03157,87.78475,23.89663,-27.41597
808,52556,115,0.2412059,46.401282,-0.089062,2.154709,9.684927,4.569736,10.07053,1.004945,14.50469,2.243525,-3.390378
815,52374,590,0.1294791,246.7961,43.359822,18.91486,81.7806,40.42012,34.16916,7.077528,274.714,68.10956,-39.01174
829,52296,6,0.08423346,132.18604,39.609242,19.49912,160.0936,72.07033,48.61654,103.7339,415.1013,96.74205,-37.80626
837,52642,254,0.06804838,172.50043,4.1388019,10.05835,30.47533,20.99586,15.98637,1.323547,96.68125,25.46749,-21.47892
844,52378,81,0.07984552,184.62352,4.1650703,14.89765,110.3569,47.72705,29.09524,6.214956,354.3261,57.1465,-23.91484
850,52338,608,0.07302736,198.43224,5.8419835,12.61121,85.14448,52.70986,33.88734,9.27631,252.1779,52.18269,-20.62748
857,52314,182,0.2641734,114.84112,24.421034,10.68997,33.02639,10.76759,5.712887,6.394688,45.45353,9.537142,-9.488011
872,52339,344,0.1433285,149.85074,47.76641,10.10643,61.89556,28.46725,14.96507,5.758121,127.0007,33.42491,-12.34597
881,52368,13,0.05306252,179.15625,51.336197,10.97195,19.52968,19.58936,12.39814,1.532462,64.69289,14.99422,-14.23582
886,52381,217,0.1217719,192.8185,51.330294,18.48479,53.06025,7.453234,0.8356488,4.462971,41.75583,13.51902,-1.273959
895,52581,392,0.02504044,128.08516,41.35891,44.78548,152.6894,86.74766,63.13351,14.25997,117.2329,45.76555,-0.8615929
903,52400,116,0.09634148,151.83398,52.376094,10.63299,68.5737,20.81469,17.94212,6.698586,145.7795,26.97468,-11.74791
912,52427,75,0.124181,205.58907,-2.5486046,23.5705,32.04934,7.056552,7.551041,6.45821,23.73615,3.29243,-3.146814
919,52409,67,0.02375713,219.83421,-2.4464796,25.98224,6.616548,7.337546,6.181937,1.075761,36.97389,9.720628,-14.27921
928,52578,403,0.1225205,118.412,26.025919,7.629858,14.99591,5.564802,5.028747,3.20321,11.12379,5.474348,-0.8201649
935,52643,163,0.151243,133.54203,36.326122,15.88906,62.34223,23.4791,21.65205,5.750008,171.1669,40.50635,-16.63265
943,52376,495,0.2009153,152.37064,45.37944,4.268968,66.07299,27.02365,20.44344,8.250116,169.7539,38.65595,-21.09636
950,52378,244,0.009994886,165.34832,57.677672,12.71549,94.86185,47.6438,34.34754,4.944598,219.0804,52.52405,-7.392691
957,52398,57,0.04639254,195.05507,58.981936,28.55686,33.98743,35.78587,27.98176,4.032355,133.7943,48.10929,-25.02287
964,52646,167,0.1175874,166.65019,48.139055,13.74652,124.9415,37.54102,37.52132,6.838285,200.0652,45.07682,-17.48143
971,52644,96,0.1010465,187.29338,49.324368,7.051953,26.54474,13.21198,10.99226,2.188168,46.6376,11.85987,-4.199075
977,52410,584,0.2779743,259.27872,29.522514,6.45946,46.91278,24.0474,15.46136,21.02993,58.79755,18.17818,-7.75826
986,52443,35,0.05763344,319.62873,-0.83192842,224.093,224.2195,72.36907,56.59672,12.66556,351.43,77.44614,-19.16525
993,52710,405,0.02210053,145.61651,6.7098759,166.2828,18.36607,31.4887,19.39363,4.454079,206.8137,59.81071,-48.70612
948,52428,72,0.1171992,161.48724,57.4552,94.45224,177.2855,95.61308,72.01905,14.84874,522.1214,114.3889,-68.29629
954,52405,625,0.08062404,183.9463,60.155128,13.43075,67.69604,22.04474,15.50094,7.486654,102.8105,20.19249,-8.946469
961,52615,516,0.05205801,157.35583,47.189915,10.54295,44.24497,16.93629,12.2537,6.144471,109.6865,26.207,-7.360131
967,52636,507,0.1940972,176.03233,49.967557,11.7587,29.40325,20.19472,16.73091,9.804505,100.5191,29.07605,-12.02012
976,52413,397,0.06294178,256.38095,32.426415,42.40321,250.9898,102.4178,75.85607,20.39434,444.8997,75.17654,-20.90645
985,52431,475,0.05039545,316.59795,0.019263233,5.279563,19.08093,10.77752,3.605977,3.749872,32.8296,6.457203,-2.836783
994,52725,178,0.08226077,147.86402,5.893821,29.64006,153.6075,46.43136,30.48478,19.36441,119.3047,29.95841,-2.892157
1000,52643,184,0.0419317,160.10708,6.2314639,88.37406,75.1965,65.57304,46.11162,12.11452,209.9856,53.85384,-9.713858
1007,52706,548,0.2214919,153.49903,50.467866,4.128007,20.57392,3.740095,7.024817,8.596113,28.11189,9.63098,-3.928403
1014,52707,109,0.004289278,174.2001,54.293556,8.777017,74.25674,32.13776,16.54607,5.54086,173.1688,39.92821,-3.561381
1019,52707,528,0.03365138,185.24032,56.051629,7.555882,25.41648,21.17647,14.76045,2.455436,71.08507,17.48309,-7.919939
1025,53239,196,0.09473346,316.36023,-0.22135927,26.80127,70.50781,40.52883,28.73131,4.362425,193.7438,60.23542,-36.37665
269,51910,530,0.0463645,150.99962,0.80691492,64.59436,243.8329,148.6514,107.8642,23.04882,760.1377,160.614,-42.40327
276,51909,435,0.09113911,162.52822,0.52483762,22.31016,204.8672,71.56751,47.19635,13.46081,570.0323,137.6657,-31.563
281,51614,639,0.1417668,173.15635,0.28191516,7.617625,51.07473,21.11216,11.62104,1.754893,142.3927,31.31812,-15.45197
288,52000,563,0.1130418,185.70055,0.74765611,17.56185,21.373,8.444613,7.818184,4.144432,38.08068,12.81113,-2.637639
295,51985,354,0.07222124,197.8374,0.061673,17.53015,79.63531,32.52822,24.24039,6.415431,236.6284,55.84537,-21.13121
303,51615,426,0.1408852,213.5409,-0.1016966,6.69283,34.72781,9.979657,10.38178,2.268466,26.22266,5.800162,-2.231502
312,51689,445,0.1049129,229.22687,1.2539678,21.40714,157.5991,77.03173,58.07456,13.37556,423.3477,83.73919,-48.87733
331,52368,445,0.03538197,180.37723,-1.4361283,1927.94,496.1263,287.5031,240.1311,51.01344,3364.462,781.066,-248.3684
339,51692,36,0.1379552,197.25721,-2.8540741,8.726246,72.1411,16.51926,12.30388,6.04177,107.5945,17.95537,-9.724788
346,51693,436,0.1532664,243.77172,0.41580275,18.15917,163.0715,54.00858,36.66336,8.748801,447.5196,77.83294,-31.32116
362,51999,317,0.08323207,262.09389,54.234899,15.52946,46.96426,39.28973,18.5405,2.940493,148.1253,35.60271,-24.88783
375,52140,454,0.2208109,335.84358,0.77200282,71.37097,83.67204,30.22016,17.11294,11.41199,70.08962,15.708,-5.270793
384,51821,70,0.03600547,354.12031,-0.54469508,25.19777,11.49545,18.25747,11.67834,2.817556,71.59816,26.70778,-26.19466
390,51900,421,0.04570991,5.1073901,-0.056656483,9.690799,78.01574,24.12014,17.37192,5.465488,113.1551,22.06339,-5.085293
396,51816,532,0.05022295,16.646572,1.265323,35.42418,116.8489,44.25056,39.72048,12.54414,169.5737,24.41973,-4.546888
403,51871,40,0.0802357,30.163069,-0.3779667,5.350236,19.43111,14.78668,6.03122,2.436367,56.45081,21.82818,-11.08364
411,51817,63,0.06683746,46.802726,-0.42846318,11.69356,29.15934,18.30153,12.27081,5.17442,71.49062,16.15565,-7.873012
418,51817,613,0.08900911,10.239722,15.821858,23.70808,107.3266,24.70779,21.86873,6.914658,166.2003,45.20929,-9.111854
427,51900,223,0.04431525,29.75603,13.224528,12.05133,46.18546,32.32831,21.01715,3.167117,134.7309,38.10919,-19.18553
433,51873,563,0.0337592,117.65216,39.205249,49.37094,76.03339,64.74365,51.49007,23.2358,169.9765,42.80146,-3.091758
442,51882,271,0.1007341,124.39852,50.840057,30.04036,107.0096,33.9873,28.89399,10.20807,185.5363,40.00945,-15.76465
448,51900,535,0.01654603,133.77875,56.827343,614.4463,51.35378,104.7033,72.35102,18.33549,707.7579,224.6945,-61.19115
458,51929,256,0.1175213,45.338116,-8.3559257,7.488033,28.56022,15.46839,14.46709,2.724131,51.53264,13.6739,-7.091895
469,51913,184,0.1221023,134.56939,0.53568508,8.792445,53.27959,16.91364,11.40937,2.429326,115.692,24.46345,-9.665577
485,51909,297,0.08462236,139.34903,59.051993,23.17508,168.4264,35.21449,31.06068,16.00656,286.2509,53.88009,-15.84529
493,51957,208,0.1132715,182.26993,66.830031,10.13562,8.675054,5.622097,2.275861,3.491781,11.89227,4.858254,-1.070543
498,51984,528,0.1621445,212.24865,65.980313,4.98551,29.04213,8.501977,11.37654,3.910665,47.04399,9.538836,-4.796264
506,52022,277,0.1355156,159.85458,2.1422916,14.9686,37.81679,28.15691,19.59541,5.512623,136.5957,37.57003,-28.41472
512,51992,261,0.07303227,171.44016,1.6658209,8.643719,37.22767,18.59044,12.21382,5.126263,101.6091,27.49359,-9.38623
519,52283,237,0.1258417,185.48403,2.0808428,9.527472,31.46667,1.424529,3.220024,1.271195,7.652995,2.861404,-0.662366
525,52295,187,0.1298926,197.79188,1.9285802,10.31765,46.99334,28.90895,23.93522,5.012089,149.4907,35.92113,-23.45238
532,51993,156,0.09650077,212.46529,1.9175624,7.085297,41.9759,22.48,14.34222,4.669926,115.2578,22.4926,-12.78252
539,52017,177,0.1283539,225.70764,1.6383115,3.885149,1.850114,12.85427,8.473688,0.7635273,40.95417,8.517122,-3.890104
549,51981,137,0.07943414,128.43446,45.953932,45.53569,99.9406,50.92616,42.59233,19.46142,86.37045,15.34459,-9.97786
553,51999,607,0.03958133,139.61874,52.94757,9.864533,20.06872,22.73519,14.19927,3.979777,72.34698,18.84697,-11.04589
561,52295,398,0.05051498,160.05464,60.56339,47.23001,24.64845,29.65165,22.75867,3.963133,136.6565,39.02566,-28.62497
572,52289,520,0.1247251,149.98492,4.077939,6.630468,26.17758,10.59396,11.30507,2.985877,23.22148,7.865483,-2.833628
578,52339,127,0.07250353,160.96476,3.8550258,30.37341,38.09422,39.86334,30.58233,7.387164,155.1526,31.94973,-24.49342
585,52027,331,0.05593484,216.31085,4.8097448,9.691098,38.3803,22.82669,14.87739,6.169645,93.18398,20.68515,-10.04558
592,52025,361,0.1037017,230.37778,3.6338766,201.0853,369.6719,117.6734,87.86056,35.57026,620.3749,165.2854,-28.43765
599,52317,568,0.1350446,184.65999,65.923102,116.3153,149.7788,53.53673,35.70936,12.3383,310.1703,79.37837,-46.17276
607,52368,128,0.08704206,218.53608,60.496449,12.86769,51.21878,18.7469,11.89878,4.424916,115.7491,31.23206,-7.896357
614,53437,263,0.1653898,229.36236,56.131593,65.01768,81.47607,18.59432,9.424463,7.798603,44.30013,15.33263,-2.51765
622,52054,212,0.04287685,242.07471,48.81463,222.0637,78.9247,87.13217,60.23219,10.09348,495.5086,136.6847,-61.27753
629,52051,193,0.03106866,250.73464,43.996915,76.38886,170.8385,90.7599,19.00558,33.47557,153.8492,22.85867,-1.503053
638,52081,206,0.1860086,317.0555,-7.8560613,6.214248,40.5696,14.74664,4.461167,8.989364,59.16048,19.29974,-5.039017
649,52201,11,0.1006627,359.16009,-10.420698,26.89776,216.7829,70.16862,51.54591,12.72586,544.6285,109.5153,-25.56654
656,52148,76,0.02919805,12.362347,-10.106252,13.058,90.43596,61.90956,44.857,9.413203,250.1554,54.64235,-18.09665
664,52174,149,0.07847308,26.600897,-9.9519302,9.797433,55.9549,48.10286,8.244972,6.490139,161.5299,37.26744,-11.62932
676,52178,230,0.05517233,342.53622,-0.37289155,75.22258,55.73201,59.69946,39.0191,7.492983,259.1866,70.6176,-47.79996
690,52261,478,0.2358685,9.3698958,0.38935633,15.49215,30.60619,15.73499,10.13706,3.720741,86.52319,26.04591,-34.73341
710,52203,351,0.02994265,46.254748,-0.084740072,225.6776,8.704457,31.49582,19.06295,4.40095,272.5621,105.3599,-42.68581
720,52206,271,0.0929236,334.86027,-8.7913318,8.755264,16.42598,3.601697,6.654277,1.119999,19.31308,4.79755,-1.398813
583,52055,31,0.02722161,215.18681,4.2572419,59.20059,68.6857,55.94599,33.86739,3.798199,239.568,63.31328,-9.994795
590,52057,584,0.03915332,228.46237,4.0941829,7.104415,21.81132,12.20731,6.72806,2.545225,57.22229,7.806795,-7.298316
599,52317,523,0.03248601,184.07295,66.225371,27.811,152.093,88.24216,62.4287,11.17419,499.0006,114.9033,-25.74014
607,52368,258,0.06822741,216.24504,60.706776,24.55554,57.55551,13.42412,6.630788,12.18142,41.83237,5.29196,-1.294925
617,52072,89,0.1535263,236.50629,55.553492,18.44764,61.92039,27.659,24.16928,9.409117,205.2862,43.29951,-32.0996
623,52051,629,0.06254197,244.3112,52.521222,4.790802,23.99777,11.57452,4.551964,3.017132,74.36391,13.26956,-11.25039
630,52050,569,0.1600823,252.20052,40.858417,6.760679,31.51022,17.7424,8.356038,1.239234,85.258,19.15429,-12.07185
640,52200,207,0.06086341,321.01574,-8.4977566,40.65062,113.742,34.68357,28.05781,24.71741,88.61342,17.38403,-1.349447
650,52143,238,0.1169754,359.61551,-10.529733,5.829873,39.07693,13.20197,13.56898,4.088101,75.89476,11.62189,-11.86286
657,52177,601,0.05060067,14.396405,-8.6696409,11.5673,102.4882,36.18566,27.75765,6.068447,245.7119,44.16103,-12.23147
665,52168,87,0.09484278,28.824126,-9.8705581,97.80933,105.2569,39.12753,34.7973,18.05328,121.5701,30.03853,-9.397525
681,52199,549,0.1278434,353.14113,0.319486,734.5997,63.18483,80.43491,57.10701,17.11692,667.2118,205.7743,-204.131
701,52179,94,0.1282939,30.823461,-1.0013533,23.54163,53.14309,20.31831,8.121956,7.119734,69.58408,11.55015,-2.565263
719,52203,509,0.08413236,334.18223,-8.1418601,7.340612,47.29966,25.37155,16.42777,3.581855,141.8665,32.42123,-18.40938
729,52468,532,0.1350916,319.99548,11.60499,11.88105,144.5135,43.88369,35.54796,9.138351,326.842,48.23597,-32.71459
740,52263,414,0.06307006,341.61541,15.075819,365.1907,110.7257,132.6441,93.69591,25.3258,729.4576,217.1626,-59.04565
747,52234,425,0.08660708,353.94446,15.20002,6.602376,74.56548,26.52146,20.53957,2.880065,159.5226,33.39054,-10.22266
755,52235,289,0.1600577,114.64669,31.347121,11.28833,71.96488,10.38126,12.72104,8.610781,124.1225,17.31474,-12.79899
762,52232,584,0.1445347,130.0672,44.493182,10.54801,34.31799,13.07926,12.72869,1.656824,20.88186,5.898479,-1.750696
770,52282,557,0.1174894,150.89969,60.696523,17.11038,94.33651,26.9179,23.66036,6.043465,190.4706,40.79912,-17.46589
780,52370,504,0.1627818,187.86822,63.201303,228.6771,391.6017,185.2808,143.5225,58.27111,939.7662,241.9503,-64.53574
791,52435,6,0.06429764,222.7299,56.172715,55.49087,184.9052,105.7328,80.19558,31.76933,170.7656,40.33897,-4.374331
804,52286,7,0.1770416,50.347449,-1.2391687,14.01548,89.68463,26.51477,10.19056,6.355922,198.0116,35.26452,-32.4352
812,52352,299,0.1110896,237.46431,48.139975,7.403952,55.98105,20.22084,13.45258,6.072524,115.8014,26.96875,-10.34593
825,52289,143,0.1298405,122.48549,33.114655,13.76571,96.96654,46.51425,30.391,6.809116,276.887,60.733,-22.29133
833,52314,231,0.03121812,140.36586,45.783907,356.0659,314.7885,239.6287,166.6537,33.66174,1231.746,359.2805,-48.72942
840,52374,447,0.1501267,178.06637,6.0287618,3.089658,16.42982,8.46036,3.542158,2.666671,21.86716,4.177006,-2.22739
846,52407,625,0.08771092,191.31988,5.4555307,11.09517,80.59589,28.44522,24.64436,8.81496,208.8517,33.22935,-17.89163
854,52373,139,0.1346025,206.13053,3.7849094,17.38864,148.3617,56.95593,33.05966,9.524357,335.4748,72.51588,-17.88756
864,52320,413,0.04133798,130.22107,37.920417,10.8311,23.99365,20.80238,15.1573,3.623965,81.36014,21.56186,-13.38242
878,52353,504,0.08061229,169.489,51.880705,5.97885,16.23104,11.73961,6.609504,2.135584,38.70415,6.020716,-6.9961
885,52379,51,0.1192443,191.0047,51.279839,29.22617,62.68557,24.21684,16.2532,10.91126,104.9851,19.71306,-14.34947
892,52378,44,0.08023889,122.56935,34.803979,17.6059,61.29716,22.35571,19.49663,6.572812,99.22324,19.90968,-7.199592
898,52606,478,0.08961552,135.35295,46.281315,16.94076,94.86603,40.11374,33.68929,9.22369,216.6421,48.37228,-15.02158
908,52373,155,0.07465478,167.15369,56.164112,17.58264,85.1905,41.91043,26.8638,5.844653,223.821,58.99814,-18.60628
916,52378,449,0.1380496,213.0112,-1.2739757,55.12959,73.71217,45.15026,36.15627,5.813549,289.9132,78.95,-65.43513
925,52411,272,0.03723513,232.39773,-1.9231157,50.8509,29.7886,39.38151,25.45904,9.448378,160.7505,40.0937,-15.5918
934,52672,524,0.1250268,132.56528,36.513166,27.39425,81.47793,15.6547,11.05414,5.683796,104.229,20.99455,-6.865296
944,52614,380,0.03039911,154.24825,46.510352,106.4823,27.37659,37.55661,22.41441,8.150585,190.4624,61.46323,-38.95417
953,52411,36,0.03280793,180.24114,59.385137,32.48856,177.2629,95.64025,69.12495,15.06849,500.5778,143.4545,-20.01666
960,52425,231,0.1148746,203.36404,58.236992,12.77939,32.12593,15.91363,10.39748,2.403463,95.70617,19.33304,-8.519692
967,52636,404,0.1277759,175.01238,50.473531,10.74052,30.79168,11.8244,0.8539523,1.003793,20.89571,5.301128,-1.111978
973,52426,602,0.1062655,256.58986,33.817954,23.81642,46.03225,19.98052,8.036482,8.356054,32.83632,15.91808,-1.764805
984,52442,566,0.04797952,315.57359,1.0141431,36.909,19.41891,20.57554,15.89005,3.472697,104.153,34.13331,-31.0327
992,52644,633,0.1150602,144.39153,5.7436298,486.8423,137.5014,123.0033,87.80988,25.61077,890.4208,245.6132,-111.0365
1002,52646,129,0.1775741,164.66439,5.9367445,168.9277,57.13838,63.47013,44.37654,11.63498,378.5805,110.7401,-92.98032
1010,52649,254,0.1710844,161.10135,51.31562,15.44734,64.52709,18.20691,19.904,7.125174,145.6252,30.40008,-12.35908
1015,52734,302,0.06802187,172.22586,54.112338,36.62189,61.2648,28.05351,29.25947,7.35696,66.60934,18.0694,-2.763262
1021,52460,291,0.09299254,309.32068,-0.6626991,12.20957,16.44427,34.96425,12.88692,3.439409,50.09797,11.91135,-12.8082
1025,53239,637,0.2159048,317.87305,0.70218259,5.709768,22.88722,6.354255,6.601474,7.024488,52.64265,11.2187,-6.341513
1031,53172,496,0.1866498,327.78027,0.13235775,11.84383,105.9855,34.88057,28.68519,6.382325,254.2618,50.36179,-29.01589
1035,52816,598,0.06743518,336.46695,0.23622267,58.56742,64.5129,56.2413,42.75753,10.12852,270.57,69.94925,-41.98186
1042,52725,488,0.08685227,205.03083,54.027487,21.4767,277.0284,84.76918,61.59162,12.82625,739.9319,132.5859,-36.651
1050,52721,49,0.06356718,229.2577,44.969193,21.87699,38.66312,31.93988,23.92858,6.120539,134.5196,41.53601,-25.12746
266,51630,72,0.02196459,146.85676,-0.27404021,111.6831,16.38062,34.46608,21.96995,9.332932,168.5709,53.58604,-40.99857
274,51913,184,0.07470067,160.03518,-0.60001098,15.40564,48.22477,32.43192,19.25313,3.417357,146.4775,40.20622,-28.79849
281,51614,95,0.09885054,172.12756,-0.79677628,9.818888,100.886,41.71486,29.13099,5.030684,278.9463,66.46014,-32.50817
289,51990,505,0.1103444,187.19944,0.5684548,278.2827,400.691,230.8473,165.2283,45.14143,1320.38,371.8613,-62.1035
300,51943,24,0.1074706,208.17119,-0.38827881,68.20428,74.707,64.58711,45.44407,11.29052,318.8341,78.93542,-48.65038
306,51637,254,0.123294,217.60901,-1.1317444,7.49665,40.90543,3.028693,6.839829,2.421035,66.71397,18.11272,-2.650891
326,52375,53,0.06133258,172.13927,-3.5398421,23.56522,29.78728,11.77371,10.79125,4.263819,28.70685,13.25886,-0.9824141
332,52367,289,0.03921085,182.17048,-3.665357,10.10521,28.48969,22.07951,13.14238,3.542358,92.73269,23.33069,-11.97192
340,51990,586,0.1176041,199.17551,-1.6572405,22.23115,64.01299,39.90872,31.16176,8.44163,202.324,47.8698,-22.03336
351,51695,509,0.1559446,256.11104,62.041247,43.21081,82.17314,24.80179,11.64548,3.301877,77.05947,18.09331,-6.499503
366,52017,277,0.0278762,261.08805,58.561495,78.20023,420.8404,176.9365,130.184,31.14604,925.999,223.3785,-14.24669
814,52443,246,0.1123044,243.39335,43.784398,119.8993,219.8753,116.8775,82.42274,22.40831,654.1054,170.0839,-48.29438
825,52289,449,0.05465571,123.15593,34.948288,20.77603,51.46553,22.65008,17.65524,0.03588704,95.25076,21.51871,-3.91799
833,52314,561,0.1057865,141.86466,46.857565,33.97991,149.4264,68.78563,49.85643,10.10996,414.2754,106.2985,-45.06341
840,52374,617,0.07701129,179.20126,5.6456699,12.27987,83.81522,33.12239,25.9679,1.110191,223.7152,54.99992,-21.02894
847,52426,627,0.1095906,193.44676,5.1368415,1002.105,191.5529,168.5148,120.9752,42.01558,1352.144,364.451,-107.463
854,52373,289,0.07847153,205.15834,3.6245919,21.00484,117.403,55.57286,40.60154,7.788919,350.5789,92.09451,-40.28262
864,52320,202,0.03038686,129.34743,36.080031,290.688,323.5712,199.1184,155.9878,31.84105,1230.862,277.795,-99.46323
876,52669,456,0.02761279,162.97382,51.006505,31.66814,810.2952,173.823,176.1603,27.72903,1570.719,213.7075,-67.37572
884,52374,444,0.04631393,186.68977,53.554092,94.93262,84.60995,79.33757,57.84865,14.01675,376.2681,103.6552,-48.58371
890,52583,529,0.07340618,119.10843,33.256603,59.60493,377.4572,151.8577,110.702,29.64984,991.9586,200.6915,-38.53532
899,52620,433,0.05272762,136.95341,47.341683,50.88826,52.49002,45.17479,30.2884,6.565346,218.3556,56.54214,-25.73329
906,52368,68,0.07101279,162.8793,54.541748,4.336138,19.12901,3.697605,7.443183,1.690706,44.88435,7.788967,-3.295885
913,52433,179,0.207941,206.53236,-2.906425,25.74516,81.80144,30.46688,18.97139,13.39065,101.5096,24.68861,-9.56022
920,52411,498,0.1315212,221.60268,-1.5518174,11.71079,72.12641,22.79678,16.02132,4.722752,202.8433,45.00735,-11.9167
931,52619,63,0.06475782,125.73131,30.527123,159.9009,40.543,26.05192,17.08941,8.331438,168.482,46.38327,-7.756307
938,52708,517,0.09301998,139.86446,40.116671,14.15717,25.28884,3.44955,4.970423,6.323279,17.36141,2.760393,-0.5228977
947,52411,617,0.1127304,158.91343,57.712189,37.22159,95.76144,23.37652,17.96891,6.746924,173.4039,33.13649,-8.863603
954,52405,149,0.05679548,182.07129,59.469742,101.9964,68.50621,22.95531,13.7183,4.199617,51.72943,18.76814,-2.527499
961,52615,523,0.09739242,157.51877,47.569932,13.51486,30.9621,9.001787,3.09604,4.930627,29.89923,11.44724,-1.075319
967,52636,540,0.00557602,176.27606,50.300678,2092.115,11.24448,34.05571,23.45421,7.334101,1263.621,396.6413,-292.0297
975,52411,318,0.03699167,256.76677,30.038631,209.2579,22.1387,42.6786,31.41378,5.956556,248.2729,96.76685,-55.50077
986,52443,211,0.04690257,318.0424,-0.28869189,35.34341,19.57896,32.18441,21.41081,7.570524,124.8958,30.70831,-30.29736
995,52731,137,0.04803144,150.20345,5.4326288,16.70331,127.3001,54.30136,36.79277,6.971853,199.2245,51.38255,-6.392297
1001,52670,526,0.1668225,162.798,8.0444499,17.3803,42.59944,20.26977,26.65107,13.51485,36.6459,5.042076,-3.647663
1007,52706,496,0.08316057,152.54147,50.566633,68.88518,47.4367,28.06752,18.59741,6.26719,63.33708,10.87475,-4.169493
